dEQP-GLES31.functional.ssbo.layout.random.all_shared_buffer.12,Crash
dEQP-VK.pipeline.pipeline_library.image_view.view_type.2d.format.r16g16b16a16_uscaled.subresource_range.lod_mip_levels_array_layer_second,Fail
dEQP-VK.pipeline.pipeline_library.image_view.view_type.2d_array.format.r16g16_sscaled.subresource_range.lod_base_mip_level_base_array_layer_remaining_levels_and_layers,Fail
dEQP-VK.pipeline.pipeline_library.image_view.view_type.3d.format.r16g16b16a16_uint.component_swizzle.g_b_a_r,Fail
dEQP-VK.pipeline.pipeline_library.image_view.view_type.cube.format.b8g8r8_sint.subresource_range.lod_mip_levels_array_layer_last,Fail
dEQP-VK.pipeline.pipeline_library.image_view.view_type.cube.format.etc2_r8g8b8_srgb_block.subresource_range.array_layer_second,Fail
dEQP-VK.pipeline.pipeline_library.image_view.view_type.cube_array.format.b8g8r8_unorm.component_swizzle.g_b_a_r,Fail
dEQP-VK.pipeline.pipeline_library.image_view.view_type.cube_array.format.r32g32_uint.subresource_range.lod_base_mip_level_array_size,Fail
dEQP-VK.pipeline.pipeline_library.interface_matching.decoration_mismatch.out_none_in_flat_member_of_array_of_structures_in_block_vert_tesc_tese_out_frag_in,Fail
dEQP-VK.pipeline.pipeline_library.interface_matching.vector_length.out_uvec3_in_uvec3_member_of_structure_in_block_vert_out_frag_in,Fail
dEQP-VK.pipeline.pipeline_library.multisample.alpha_to_one.samples_4_sparse,Fail
dEQP-VK.pipeline.pipeline_library.multisample.sample_locations_ext.draw.stencil.samples_8.separate_renderpass_clear_attachments_dynamic_secondary_cmd_buf_general_layout,Fail
dEQP-VK.pipeline.pipeline_library.multisample.variable_rate.4_64_fb_1_unused,Fail
dEQP-VK.pipeline.pipeline_library.multisample_with_fragment_shading_rate.mixed_attachment_samples.verify_programmable_locations.coverage_16_color_4_depth_stencil_16.r8g8b8a8_unorm_s8_uint,Fail
dEQP-VK.pipeline.pipeline_library.multisample_with_fragment_shading_rate.variable_rate.64_1_fb_2_unused,Fail
dEQP-VK.pipeline.pipeline_library.no_position.explicit_declarations.basic.single_view.v1_c1_e1_g0,Fail
dEQP-VK.pipeline.pipeline_library.render_to_image.dedicated_allocation.2d.small.r5g6b5_unorm_pack16_d24_unorm_s8_uint,Fail
dEQP-VK.pipeline.pipeline_library.sampler.border_swizzle.a1r5g5b5_unorm_pack16.rg1a.opaque_black.gather_2.with_swizzle_hint,Fail
dEQP-VK.pipeline.pipeline_library.sampler.border_swizzle.a2b10g10r10_snorm_pack32.r1ba.opaque_black.gather_2.with_swizzle_hint,Fail
dEQP-VK.pipeline.pipeline_library.sampler.border_swizzle.a2b10g10r10_unorm_pack32.rgba.opaque_black.gather_2.with_swizzle_hint,Fail
dEQP-VK.pipeline.pipeline_library.sampler.border_swizzle.a2r10g10b10_unorm_pack32.rgbi.opaque_black.gather_2.with_swizzle_hint,Fail
dEQP-VK.pipeline.pipeline_library.sampler.border_swizzle.b8g8r8_sint.rgia.opaque_black.gather_2.with_swizzle_hint,Fail
dEQP-VK.pipeline.pipeline_library.sampler.border_swizzle.b8g8r8_srgb.rgb0.opaque_black.gather_2.with_swizzle_hint,Fail
dEQP-VK.pipeline.pipeline_library.sampler.border_swizzle.b8g8r8a8_snorm.argb.opaque_black.gather_2.with_swizzle_hint,Fail
dEQP-VK.pipeline.pipeline_library.sampler.border_swizzle.b8g8r8a8_uint.0gba.opaque_black.gather_2.with_swizzle_hint,Fail
dEQP-VK.pipeline.pipeline_library.sampler.border_swizzle.r16_sfloat.igba.opaque_black.gather_2.with_swizzle_hint,Fail
dEQP-VK.pipeline.pipeline_library.sampler.border_swizzle.r16_snorm.barg.opaque_black.gather_2.with_swizzle_hint,Fail
dEQP-VK.pipeline.pipeline_library.sampler.border_swizzle.r16_uint.rgb1.opaque_black.gather_2.with_swizzle_hint,Fail
dEQP-VK.pipeline.pipeline_library.sampler.border_swizzle.r16g16_sint.rgb0.opaque_black.gather_2.with_swizzle_hint,Fail
dEQP-VK.pipeline.pipeline_library.sampler.border_swizzle.r16g16_uint.rgia.opaque_black.gather_2.with_swizzle_hint,Fail
dEQP-VK.pipeline.pipeline_library.sampler.border_swizzle.r16g16_unorm.r0ba.opaque_black.gather_2.with_swizzle_hint,Fail
dEQP-VK.pipeline.pipeline_library.sampler.border_swizzle.r16g16b16_uint.gbar.opaque_black.gather_2.with_swizzle_hint,Fail
dEQP-VK.pipeline.pipeline_library.sampler.border_swizzle.r16g16b16_unorm.1gba.opaque_black.gather_2.with_swizzle_hint,Fail
dEQP-VK.pipeline.pipeline_library.sampler.border_swizzle.r16g16b16a16_sfloat.rg0a.opaque_black.gather_2.with_swizzle_hint,Fail
dEQP-VK.pipeline.pipeline_library.sampler.border_swizzle.r16g16b16a16_sint.riba.opaque_black.gather_2.with_swizzle_hint,Fail
dEQP-VK.pipeline.pipeline_library.sampler.border_swizzle.r16g16b16a16_snorm.0gba.opaque_black.gather_2.with_swizzle_hint,Fail
dEQP-VK.pipeline.pipeline_library.sampler.border_swizzle.r32g32_uint.rgba.opaque_black.gather_2.with_swizzle_hint,Fail
dEQP-VK.pipeline.pipeline_library.sampler.border_swizzle.r32g32b32_sint.rgb1.opaque_black.gather_2.with_swizzle_hint,Fail
dEQP-VK.pipeline.pipeline_library.sampler.border_swizzle.r32g32b32_uint.barg.opaque_black.gather_2.with_swizzle_hint,Fail
dEQP-VK.pipeline.pipeline_library.sampler.border_swizzle.r32g32b32a32_uint.igba.opaque_black.gather_2.with_swizzle_hint,Fail
dEQP-VK.pipeline.pipeline_library.sampler.border_swizzle.r8_snorm.argb.opaque_black.gather_2.with_swizzle_hint,Fail
dEQP-VK.pipeline.pipeline_library.sampler.border_swizzle.r8_srgb.riba.opaque_black.gather_2.with_swizzle_hint,Fail
dEQP-VK.pipeline.pipeline_library.sampler.border_swizzle.r8g8_uint.rgbi.opaque_black.gather_2.with_swizzle_hint,Fail
dEQP-VK.pipeline.pipeline_library.sampler.border_swizzle.r8g8b8_sint.rgb1.opaque_black.gather_2.with_swizzle_hint,Fail
dEQP-VK.pipeline.pipeline_library.sampler.border_swizzle.r8g8b8_unorm.r1ba.opaque_black.gather_2.with_swizzle_hint,Fail
dEQP-VK.pipeline.pipeline_library.sampler.border_swizzle.r8g8b8a8_sint.gbar.opaque_black.gather_2.with_swizzle_hint,Fail
dEQP-VK.pipeline.pipeline_library.sampler.border_swizzle.r8g8b8a8_srgb.rg1a.opaque_black.gather_2.with_swizzle_hint,Fail
dEQP-VK.pipeline.pipeline_library.sampler.exact_sampling.r32_sfloat.solid_color.unnormalized_coords.edge_left,Fail
dEQP-VK.pipeline.pipeline_library.sampler.view_type.1d.format.a2b10g10r10_unorm_pack32.mag_reduce.comp_b_g_r_a.max,Fail
dEQP-VK.pipeline.pipeline_library.sampler.view_type.1d.format.b8g8r8_sint.address_modes.all_mode_clamp_to_border_custom_1001,Fail
dEQP-VK.pipeline.pipeline_library.sampler.view_type.1d.format.b8g8r8_snorm.address_modes.uvw_mode_mirrored_repeat_mode_mirror_clamp_to_edge_mode_clamp_to_edge,Fail
dEQP-VK.pipeline.pipeline_library.sampler.view_type.1d.format.r16g16_sint.min_reduce.comp_r_zero_zero_zero.max,Fail
dEQP-VK.pipeline.pipeline_library.sampler.view_type.1d_array.format.b8g8r8_srgb.min_reduce.comp_one_r_r_r.max,Fail
dEQP-VK.pipeline.pipeline_library.sampler.view_type.1d_array.format.r16g16_uint.min_reduce.comp_r_g_b_a.max,Fail
dEQP-VK.pipeline.pipeline_library.sampler.view_type.2d.format.d16_unorm.mipmap.linear.lod.select_bias_2_1,Fail
dEQP-VK.pipeline.pipeline_library.sampler.view_type.2d.format.etc2_r8g8b8a8_srgb_block.address_modes.all_mode_clamp_to_border_custom_1011,Fail
dEQP-VK.pipeline.pipeline_library.sampler.view_type.2d.format.r16_sfloat.address_modes.uvw_mode_clamp_to_edge_mode_repeat_mode_mirror_clamp_to_edge,Fail
dEQP-VK.pipeline.pipeline_library.sampler.view_type.2d.format.r4g4b4a4_unorm_pack16.address_modes.all_mode_clamp_to_border_opaque_black,Fail
dEQP-VK.pipeline.pipeline_library.sampler.view_type.2d.format.r8g8b8_uint.address_modes.uvw_mode_clamp_to_edge_mode_mirrored_repeat_mode_clamp_to_edge,Fail
dEQP-VK.pipeline.pipeline_library.sampler.view_type.2d.format.r8g8b8a8_uint.address_modes.uvw_mode_repeat_mode_mirror_clamp_to_edge_mode_mirror_clamp_to_edge,Fail
dEQP-VK.pipeline.pipeline_library.sampler.view_type.2d_array.format.a2b10g10r10_unorm_pack32.min_reduce.comp_one_r_r_r.average,Fail
dEQP-VK.pipeline.pipeline_library.sampler.view_type.2d_array.format.b8g8r8_sint.address_modes.uvw_mode_mirrored_repeat_mode_clamp_to_border_mode_mirror_clamp_to_edge,Fail
dEQP-VK.pipeline.pipeline_library.sampler.view_type.2d_array.format.d16_unorm_s8_uint.min_reduce.comp_r_zero_zero_zero.average,Fail
dEQP-VK.pipeline.pipeline_library.sampler.view_type.2d_array.format.eac_r11g11_snorm_block.mag_reduce.comp_r_g_b_a.average,Fail
dEQP-VK.pipeline.pipeline_library.sampler.view_type.2d_unnormalized.format.r32g32_sfloat.address_modes.all_mode_clamp_to_border_custom_1000,Fail
dEQP-VK.pipeline.pipeline_library.sampler.view_type.3d.format.etc2_r8g8b8_unorm_block.mag_reduce.comp_one_r_r_r.max,Fail
dEQP-VK.pipeline.pipeline_library.sampler.view_type.3d.format.r32g32b32_uint.address_modes.all_mode_clamp_to_border_opaque_white,Fail
dEQP-VK.pipeline.pipeline_library.sampler.view_type.3d.format.r8g8b8a8_unorm.address_modes.uvw_mode_mirrored_repeat_mode_clamp_to_border_mode_mirror_clamp_to_edge,Fail
dEQP-VK.pipeline.pipeline_library.sampler.view_type.cube.format.etc2_r8g8b8a8_srgb_block.mipmap.linear.lod.select_bias_3_1,Fail
dEQP-VK.pipeline.pipeline_library.sampler.view_type.cube.format.r5g5b5a1_unorm_pack16.min_reduce.comp_identity_zero_zero_zero.average,Fail
dEQP-VK.pipeline.pipeline_library.sampler.view_type.cube.format.r8g8b8a8_uint.mag_reduce.comp_identity_zero_zero_zero.min,Fail
dEQP-VK.pipeline.pipeline_library.sampler.view_type.cube_array.format.b10g11r11_ufloat_pack32.min_reduce.comp_r_zero_zero_zero.max,Fail
dEQP-VK.pipeline.pipeline_library.sampler.view_type.cube_array.format.r8g8_snorm.min_reduce.comp_r_zero_zero_zero.max,Fail
dEQP-VK.pipeline.pipeline_library.spec_constant.graphics.tess_eval.basic.uint8_packed,Fail
dEQP-VK.pipeline.pipeline_library.stencil.format.d16_unorm_s8_uint.states.fail_wrap.pass_decc.dfail_keep.comp_greater,Fail
dEQP-VK.pipeline.pipeline_library.stencil.format.d16_unorm_s8_uint_separate_layouts.states.fail_keep.pass_incc.dfail_inv.comp_greater,Fail
dEQP-VK.pipeline.pipeline_library.stencil.format.d16_unorm_s8_uint_separate_layouts.states.fail_repl.pass_incc.dfail_repl.comp_greater,Fail
dEQP-VK.pipeline.pipeline_library.stencil.format.d24_unorm_s8_uint.states.fail_decc.pass_zero.dfail_incc.comp_greater,Fail
dEQP-VK.pipeline.pipeline_library.stencil.format.d24_unorm_s8_uint.states.fail_keep.pass_repl.dfail_zero.comp_greater,Fail
dEQP-VK.pipeline.pipeline_library.stencil.format.d24_unorm_s8_uint.states.fail_repl.pass_zero.dfail_wrap.comp_greater,Fail
dEQP-VK.pipeline.pipeline_library.stencil.format.d24_unorm_s8_uint.states.fail_wrap.pass_zero.dfail_keep.comp_greater,Fail
dEQP-VK.pipeline.pipeline_library.stencil.format.d24_unorm_s8_uint_separate_layouts.states.fail_inv.pass_decw.dfail_decc.comp_greater,Fail
dEQP-VK.pipeline.pipeline_library.stencil.format.d32_sfloat_s8_uint.states.fail_decw.pass_inv.dfail_inv.comp_greater,Fail
dEQP-VK.pipeline.pipeline_library.stencil.format.d32_sfloat_s8_uint.states.fail_incc.pass_wrap.dfail_incc.comp_greater,Fail
dEQP-VK.pipeline.pipeline_library.stencil.format.d32_sfloat_s8_uint.states.fail_inv.pass_wrap.dfail_keep.comp_greater,Fail
dEQP-VK.pipeline.pipeline_library.stencil.format.d32_sfloat_s8_uint_separate_layouts.states.fail_zero.pass_inv.dfail_repl.comp_greater,Fail
dEQP-VK.pipeline.pipeline_library.stencil.format.s8_uint.states.fail_keep.pass_wrap.dfail_inv.comp_greater,Fail
dEQP-VK.pipeline.pipeline_library.stencil.format.s8_uint.states.fail_repl.pass_wrap.dfail_repl.comp_greater,Fail
dEQP-VK.pipeline.pipeline_library.stencil.format.s8_uint.states.fail_wrap.pass_inv.dfail_decc.comp_greater,Fail
dEQP-VK.pipeline.pipeline_library.stencil.nocolor.format.d16_unorm_s8_uint.states.fail_decw.pass_zero.dfail_zero.comp_greater,Fail
dEQP-VK.pipeline.pipeline_library.stencil.nocolor.format.d16_unorm_s8_uint.states.fail_incc.pass_zero.dfail_decw.comp_greater,Fail
dEQP-VK.pipeline.pipeline_library.stencil.nocolor.format.d16_unorm_s8_uint.states.fail_zero.pass_repl.dfail_repl.comp_greater,Fail
dEQP-VK.pipeline.pipeline_library.stencil.nocolor.format.d16_unorm_s8_uint_separate_layouts.states.fail_incc.pass_keep.dfail_incc.comp_greater,Fail
dEQP-VK.pipeline.pipeline_library.stencil.nocolor.format.d16_unorm_s8_uint_separate_layouts.states.fail_inv.pass_keep.dfail_keep.comp_greater,Fail
dEQP-VK.pipeline.pipeline_library.stencil.nocolor.format.d24_unorm_s8_uint.states.fail_decc.pass_wrap.dfail_decc.comp_greater,Fail
dEQP-VK.pipeline.pipeline_library.stencil.nocolor.format.d24_unorm_s8_uint.states.fail_keep.pass_decw.dfail_repl.comp_greater,Fail
dEQP-VK.pipeline.pipeline_library.stencil.nocolor.format.d24_unorm_s8_uint.states.fail_repl.pass_wrap.dfail_decw.comp_greater,Fail
dEQP-VK.pipeline.pipeline_library.stencil.nocolor.format.d24_unorm_s8_uint_separate_layouts.states.fail_decc.pass_inv.dfail_keep.comp_greater,Fail
dEQP-VK.pipeline.pipeline_library.stencil.nocolor.format.d24_unorm_s8_uint_separate_layouts.states.fail_keep.pass_inv.dfail_wrap.comp_greater,Fail
dEQP-VK.pipeline.pipeline_library.stencil.nocolor.format.d24_unorm_s8_uint_separate_layouts.states.fail_repl.pass_inv.dfail_incc.comp_greater,Fail
dEQP-VK.pipeline.pipeline_library.stencil.nocolor.format.d24_unorm_s8_uint_separate_layouts.states.fail_wrap.pass_decc.dfail_inv.comp_greater,Fail
dEQP-VK.pipeline.pipeline_library.stencil.nocolor.format.d32_sfloat_s8_uint.states.fail_decc.pass_incc.dfail_decc.comp_greater,Fail
dEQP-VK.pipeline.pipeline_library.stencil.nocolor.format.d32_sfloat_s8_uint.states.fail_keep.pass_decc.dfail_repl.comp_greater,Fail
dEQP-VK.pipeline.pipeline_library.stencil.nocolor.format.d32_sfloat_s8_uint.states.fail_repl.pass_incc.dfail_decw.comp_greater,Fail
dEQP-VK.pipeline.pipeline_library.stencil.nocolor.format.d32_sfloat_s8_uint_separate_layouts.states.fail_decc.pass_repl.dfail_keep.comp_greater,Fail
dEQP-VK.pipeline.pipeline_library.stencil.nocolor.format.d32_sfloat_s8_uint_separate_layouts.states.fail_keep.pass_repl.dfail_wrap.comp_greater,Fail
dEQP-VK.pipeline.pipeline_library.stencil.nocolor.format.d32_sfloat_s8_uint_separate_layouts.states.fail_repl.pass_repl.dfail_incc.comp_greater,Fail
dEQP-VK.pipeline.pipeline_library.stencil.nocolor.format.d32_sfloat_s8_uint_separate_layouts.states.fail_wrap.pass_zero.dfail_inv.comp_greater,Fail
dEQP-VK.pipeline.pipeline_library.stencil.nocolor.format.s8_uint.states.fail_decw.pass_repl.dfail_inv.comp_greater,Fail
dEQP-VK.pipeline.pipeline_library.stencil.nocolor.format.s8_uint.states.fail_inv.pass_incc.dfail_keep.comp_greater,Fail
dEQP-VK.pipeline.pipeline_library.stencil.nocolor.format.s8_uint.states.fail_zero.pass_incc.dfail_wrap.comp_greater,Fail
dEQP-VK.pipeline.pipeline_library.vertex_input.multiple_attributes.binding_one_to_many.attributes_sequential.uvec2.float.vec2,Fail
dEQP-VK.pipeline.pipeline_library.vertex_input.multiple_attributes.binding_one_to_one.attributes.ivec4.uvec3.mat3,Fail
dEQP-VK.pipeline.pipeline_library.vertex_input.multiple_attributes.layout_skip.binding_one_to_many.attributes.int.float.mat4,Fail
dEQP-VK.protected_memory.interaction.ycbcr.b8g8r8a8_unorm.fragment.ycbcr_709.itu_full.tiling_optimal_cosited,Fail
dEQP-VK.protected_memory.interaction.ycbcr.g8b8g8r8_422_unorm.fragment.ycbcr_601.itu_full.tiling_optimal_cosited,Fail
dEQP-VK.query_pool.statistics_query.fragment_shader_invocations.primary.32bits_dstoffset_cmdcopyquerypoolresults_triangle_list,Fail
dEQP-VK.query_pool.statistics_query.host_query_reset.geometry_shader_invocations.secondary_inherited.32bits_cmdcopyquerypoolresults_line_list,Fail
dEQP-VK.query_pool.statistics_query.reset_before_copy.vertex_shader_invocations.secondary_inherited.32bits_cmdcopyquerypoolresults_triangle_list_with_adjacency,Fail
dEQP-VK.query_pool.statistics_query.vertex_only.input_assembly_primitives.secondary.32bits_cmdcopyquerypoolresults_point_list,Fail
dEQP-VK.rasterization.frag_side_effects.color_at_end.demote,Fail
dEQP-VK.ray_query.acceleration_structures.flags.chit_shader.cpu_built.aabbs_aop.different_instances.padded.fastbuild_0_compaction_0_bothgeneric,Fail
dEQP-VK.ray_query.acceleration_structures.flags.chit_shader.cpu_built.triangles_aop.identical_instances.nopadding.fastbuild_update_compaction_0_bothgeneric,Fail
dEQP-VK.ray_query.acceleration_structures.flags.chit_shader.gpu_built.aabbs.identical_instances_aop.nopadding.fasttrace_update_compaction_0_bothgeneric,Fail
dEQP-VK.ray_query.acceleration_structures.flags.compute_shader.cpu_built.aabbs.different_instances.nopadding.fastbuild_update_0_0_bothgeneric,Fail
dEQP-VK.ray_query.acceleration_structures.flags.compute_shader.cpu_built.aabbs_aop.different_instances_aop.padded.0_update_compaction_0_bothgeneric,Fail
dEQP-VK.ray_query.acceleration_structures.flags.compute_shader.cpu_built.triangles.identical_instances.nopadding.0_0_0_0_bothgeneric,Fail
dEQP-VK.ray_query.acceleration_structures.flags.compute_shader.cpu_built.triangles_aop.identical_instances_aop.nopadding.fasttrace_0_compaction_0_bothgeneric,Fail
dEQP-VK.ray_query.acceleration_structures.flags.compute_shader.gpu_built.aabbs.different_instances.nopadding.0_0_compaction_0_bothgeneric,Fail
dEQP-VK.ray_query.acceleration_structures.flags.compute_shader.gpu_built.aabbs_aop.different_instances_aop.nopadding.fasttrace_update_0_0_bothgeneric,Fail
dEQP-VK.ray_query.acceleration_structures.flags.compute_shader.gpu_built.triangles_aop.identical_instances.padded.fastbuild_0_0_0_bothgeneric,Fail
dEQP-VK.ray_query.acceleration_structures.flags.fragment_shader.cpu_built.aabbs.different_instances_aop.nopadding.fasttrace_0_0_0_bothgeneric,Fail
dEQP-VK.ray_query.acceleration_structures.flags.fragment_shader.cpu_built.triangles_aop.identical_instances_aop.padded.fastbuild_update_compaction_0_bothgeneric,Fail
dEQP-VK.ray_query.acceleration_structures.flags.fragment_shader.gpu_built.triangles.identical_instances.nopadding.fastbuild_0_compaction_0_bothgeneric,Fail
dEQP-VK.ray_query.acceleration_structures.flags.fragment_shader.gpu_built.triangles_aop.identical_instances_aop.padded.0_update_0_0_bothgeneric,Fail
dEQP-VK.ray_query.acceleration_structures.host_threading.3.chit_shader.copy.cpu_built.bottom_acceleration_structure.aabbs,Fail
dEQP-VK.ray_tracing_pipeline.acceleration_structures.flags.cpu_built.aabbs.different_instances.nopadding.fastbuild_0_0_lowmemory_bottomgeneric,Fail
dEQP-VK.ray_tracing_pipeline.acceleration_structures.flags.cpu_built.triangles_aop.identical_instances_aop.nopadding.0_update_compaction_lowmemory_bottomgeneric,Fail
dEQP-VK.ray_tracing_pipeline.acceleration_structures.flags.gpu_built.aabbs_aop.different_instances_aop.nopadding.fasttrace_0_0_lowmemory_bottomgeneric,Fail
dEQP-VK.ray_tracing_pipeline.acceleration_structures.flags.gpu_built.triangles_aop.identical_instances.padded.fasttrace_update_0_lowmemory_bottomgeneric,Fail
dEQP-VK.ray_tracing_pipeline.barrier.ssbo.specific_barrier.from_isec_to_miss,Fail
dEQP-VK.reconvergence.workgroup_uniform_control_flow_ballot.compute.nesting4.7.24,Fail
dEQP-VK.reconvergence.workgroup_uniform_control_flow_elect.compute.nesting2.7.24,Fail
dEQP-VK.renderpass.dedicated_allocation.attachment.4.555,Fail
dEQP-VK.renderpass.dedicated_allocation.formats.d32_sfloat.input.clear.store.self_dep_clear,Fail
dEQP-VK.renderpass.dedicated_allocation.formats.r16_snorm.input.load.store.draw,Fail
dEQP-VK.renderpass.dedicated_allocation.formats.r16g16b16a16_sint.input.dont_care.store.clear_use_input_aspect,Fail
dEQP-VK.renderpass.dedicated_allocation.formats.r5g6b5_unorm_pack16.input.dont_care.store.self_dep_draw,Fail
dEQP-VK.renderpass.dedicated_allocation.formats.r8g8b8a8_srgb.dont_care.draw,Fail
dEQP-VK.renderpass.fragment_density_map.1_view.render.non_divisible_density_size.8_samples.dynamic_nonsubsampled_2_1,Fail
dEQP-VK.renderpass.suballocation.attachment.4.405,Fail
dEQP-VK.renderpass.suballocation.attachment_allocation.input_output.87,Fail
dEQP-VK.renderpass.suballocation.formats.a2b10g10r10_uint_pack32.input.load.dont_care.draw,Fail
dEQP-VK.renderpass.suballocation.formats.d16_unorm.input.clear.dont_care.self_dep_clear,Fail
dEQP-VK.renderpass.suballocation.formats.r16g16b16a16_snorm.input.dont_care.dont_care.clear_use_input_aspect,Fail
dEQP-VK.renderpass.suballocation.formats.r8g8b8a8_uint.input.clear.store.clear_draw_use_input_aspect,Fail
dEQP-VK.renderpass2.dedicated_allocation.formats.b8g8r8a8_srgb.clear.clear,Fail
dEQP-VK.renderpass2.depth_stencil_resolve.image_2d_16_64_6.samples_32.d16_unorm.depth_max,Fail
dEQP-VK.renderpass2.depth_stencil_resolve.image_2d_17_1.samples_16.d24_unorm_s8_uint.depth_average_stencil_max_testing_depth,Fail
dEQP-VK.renderpass2.depth_stencil_resolve.image_2d_17_1.samples_4.d32_sfloat_s8_uint.depth_none_stencil_zero_testing_depth,Fail
dEQP-VK.renderpass2.depth_stencil_resolve.image_2d_17_1.samples_64.d16_unorm_s8_uint_separate_layouts.depth_zero_stencil_none_testing_depth,Fail
dEQP-VK.renderpass2.depth_stencil_resolve.image_2d_32_32.samples_2.d32_sfloat_s8_uint.depth_max_stencil_max_testing_depth,Fail
dEQP-VK.renderpass2.depth_stencil_resolve.image_2d_32_32.samples_8.d24_unorm_s8_uint.depth_average_stencil_max_testing_depth,Fail
dEQP-VK.renderpass2.depth_stencil_resolve.image_2d_49_13.samples_32.d32_sfloat_s8_uint.depth_average_stencil_zero_testing_depth,Fail
dEQP-VK.renderpass2.depth_stencil_resolve.image_2d_49_13.samples_4.d16_unorm_s8_uint.depth_min_stencil_zero_testing_depth,Fail
dEQP-VK.renderpass2.depth_stencil_resolve.image_2d_49_13.samples_8.d32_sfloat_s8_uint_separate_layouts.depth_max_stencil_min_testing_depth,Fail
dEQP-VK.renderpass2.depth_stencil_resolve.image_2d_5_1.samples_2.d24_unorm_s8_uint_separate_layouts.depth_none_stencil_min_testing_depth,Fail
dEQP-VK.renderpass2.depth_stencil_resolve.image_2d_5_1.samples_32.d16_unorm_s8_uint.depth_zero_stencil_none_unused_resolve_testing_stencil,Fail
dEQP-VK.renderpass2.depth_stencil_resolve.image_2d_5_1.samples_8.d16_unorm_s8_uint_separate_layouts.depth_min_stencil_none_testing_depth,Fail
dEQP-VK.renderpass2.depth_stencil_resolve.image_2d_8_32.samples_2.d32_sfloat.depth_average_stencil_none_testing_depth,Fail
dEQP-VK.renderpass2.depth_stencil_resolve.image_2d_8_32.samples_64.d24_unorm_s8_uint.depth_none_stencil_max_testing_depth,Fail
dEQP-VK.renderpass2.fragment_density_map.1_view.render.divisible_density_size.2_samples.dynamic_nonsubsampled_2_1,Fail
dEQP-VK.renderpass2.suballocation.attachment.3.254,Fail
dEQP-VK.renderpass2.suballocation.attachment_allocation.input_output_chain.36,Fail
dEQP-VK.renderpass2.suballocation.formats.r16g16b16a16_sint.input.dont_care.dont_care.self_dep_draw,Fail
dEQP-VK.renderpass2.suballocation.multisample_resolve.a2r10g10b10_unorm_pack32.max_attachments_16_samples_8,Fail
dEQP-VK.renderpass2.suballocation.multisample_resolve.layers_3.r16g16_unorm.samples_2_resolve_level_3,Fail
dEQP-VK.robustness.buffer_access.fragment.vec4_copy.r32_sint.oob_uniform_read.range_1_byte,Fail
dEQP-VK.robustness.image_robustness.bind.notemplate.r32i.unroll.volatile.storage_image.fmt_qual.img.samples_1.2d_array.rgen,Fail
dEQP-VK.robustness.image_robustness.bind.notemplate.rgba32i.unroll.nonvolatile.storage_image.no_fmt_qual.img.samples_1.2d.rgen,Fail
dEQP-VK.robustness.image_robustness.push.notemplate.r32ui.dontunroll.nonvolatile.storage_image.no_fmt_qual.img.samples_1.cube_array.rgen,Fail
dEQP-VK.robustness.image_robustness.push.notemplate.r64i.dontunroll.volatile.storage_image.fmt_qual.img.samples_1.1d.rgen,Fail
dEQP-VK.robustness.image_robustness.push.notemplate.rg32i.unroll.volatile.storage_image.no_fmt_qual.img.samples_1.1d_array.rgen,Fail
dEQP-VK.robustness.image_robustness.push.notemplate.rgba32i.unroll.nonvolatile.storage_image.fmt_qual.img.samples_1.3d.rgen,Fail
dEQP-VK.robustness.robustness2.bind.notemplate.r32f.unroll.nonvolatile.sampled_image.no_fmt_qual.img.samples_1.cube.frag,Fail
dEQP-VK.robustness.robustness2.bind.notemplate.r32i.dontunroll.volatile.storage_buffer_dynamic.readonly.no_fmt_qual.len_41.samples_1.1d.frag,Fail
dEQP-VK.robustness.robustness2.bind.notemplate.r32i.unroll.nonvolatile.vertex_attribute_fetch.no_fmt_qual.len_4.samples_1.1d.vert,Fail
dEQP-VK.robustness.robustness2.bind.notemplate.r32ui.dontunroll.nonvolatile.storage_texel_buffer.fmt_qual.len_8.samples_1.1d.frag,Fail
dEQP-VK.robustness.robustness2.bind.notemplate.r32ui.unroll.volatile.storage_image.fmt_qual.img.samples_1.cube.frag,Fail
dEQP-VK.robustness.robustness2.bind.notemplate.r64i.dontunroll.nonvolatile.storage_buffer.readwrite.no_fmt_qual.len_16.samples_1.1d.frag,Fail
dEQP-VK.robustness.robustness2.bind.notemplate.r64i.dontunroll.volatile.storage_texel_buffer.fmt_qual.len_16.samples_1.1d.frag,Fail
dEQP-VK.robustness.robustness2.bind.notemplate.rg32f.dontunroll.volatile.storage_buffer_dynamic.readonly.no_fmt_qual.len_36.samples_1.1d.frag,Fail
dEQP-VK.robustness.robustness2.bind.notemplate.rg32i.unroll.nonvolatile.storage_buffer_dynamic.readonly.no_fmt_qual.len_8.samples_1.1d.frag,Fail
dEQP-VK.robustness.robustness2.bind.notemplate.rg32ui.unroll.volatile.storage_image.no_fmt_qual.img.samples_4.2d.frag,Fail
dEQP-VK.robustness.robustness2.bind.notemplate.rgba32f.unroll.nonvolatile.storage_buffer.readonly.no_fmt_qual.len_36.samples_1.1d.frag,Fail
dEQP-VK.robustness.robustness2.bind.notemplate.rgba32i.dontunroll.nonvolatile.vertex_attribute_fetch.no_fmt_qual.len_4.samples_1.1d.vert,Fail
dEQP-VK.robustness.robustness2.bind.notemplate.rgba32i.unroll.nonvolatile.storage_image.fmt_qual.img.samples_1.cube.frag,Fail
